pair,word_x,word_y,scores,qtype
woodland-cemetery,woodland,cemetery,"[0.0, 1.0, 2.0, 0.0, 3.0, 3.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 5.0, 5.0, 2.0, 4.0, 2.0, 0.0, 2.0, 0.0, 0.0, 1.0, 3.0, 1.0, 4.0, 2.5, 6.0, 3.0, 1.0, 2.0, 5.0, 4.0, 3.0, 5.0, 4.0, 2.0, 0.0, 1.0, 4.0, 1.0, 0.0, 2.0, 1.0, 0.0, 2.0, 2.0, 2.0, 4.0, 3.0]",inv-sim
warning-announcement,warning,announcement,"[3.0, 6.0, 9.0, 4.0, 7.0, 6.0, 5.5, 1.0, 7.0, 7.0, 8.0, 9.0, 10.0, 5.0, 9.0, 7.0, 8.0, 5.0, 5.0, 9.0, 5.0, 2.0, 6.0, 7.0, 7.0, 8.0, 5.0, 5.0, 8.0, 7.0, 7.0, 9.0, 5.0, 8.0, 5.0, 6.0, 5.0, 6.0, 1.0, 8.0, 5.0, 6.0, 6.0, 7.0, 10.0, 7.0, 2.0, 5.0, 6.0, 7.0]",inv-sim
team-game,team,game,"[0.0, 5.0, 7.0, 7.0, 5.0, 7.0, 5.0, 3.0, 1.0, 2.0, 5.0, 3.0, 0.0, 8.0, 9.0, 9.0, 8.0, 3.0, 7.0, 6.0, 5.0, 8.0, 7.0, 7.0, 8.0, 7.0, 10.0, 9.0, 8.0, 5.0, 6.0, 7.0, 8.0, 9.0, 7.0, 8.0, 8.5, 10.0, 1.0, 9.0, 10.0, 1.0, 9.0, 10.0, 10.0, 8.0, 9.0, 7.0, 6.0, 7.0]",inv-sim
star-movie,star,movie,"[0.0, 3.0, 8.0, 3.0, 6.0, 7.0, 3.5, 1.0, 1.0, 2.0, 4.0, 2.0, 0.0, 7.5, 8.0, 4.0, 7.0, 2.0, 6.0, 8.0, 10.0, 5.0, 6.0, 4.0, 6.0, 7.0, 0.0, 9.0, 8.0, 3.0, 5.0, 9.0, 6.0, 5.0, 7.0, 9.0, 7.0, 7.0, 1.0, 9.0, 10.0, 3.0, 1.0, 9.0, 3.0, 9.0, 8.0, 6.0, 5.0, 8.0]",inv-sim
similarity-word,similarity,word,"[0.0, 2.0, 4.0, 2.0, 3.0, 4.0, 3.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 3.0, 0.0, 3.0, 10.0, 1.0, 3.0, 1.0, 5.0, 0.0, 1.0, 3.0, 2.0, 3.0, 10.0, 1.0, 1.0, 0.0, 1.0, 2.0, 8.0, 3.0, 5.0, 6.0, 5.0, 0.0, 1.0, 5.0, 1.0, 0.0, 1.0, 0.0, 0.0, 3.0, 0.0, 2.0, 5.0, 3.0]",inv-sim
shore-coast,shore,coast,"[9.0, 9.0, 8.0, 5.0, 9.0, 10.0, 8.5, 8.0, 9.0, 9.0, 8.0, 9.5, 9.0, 10.0, 10.0, 10.0, 10.0, 8.0, 9.5, 10.0, 10.0, 10.0, 9.0, 8.0, 10.0, 10.0, 0.0, 8.0, 9.0, 10.0, 9.0, 10.0, 8.0, 9.0, 7.0, 10.0, 9.5, 10.0, 1.0, 9.0, 5.0, 9.0, 10.0, 9.0, 10.0, 8.0, 9.0, 9.0, 8.0, 8.0]",inv-sim
sex-love,sex,love,"[5.0, 6.0, 7.0, 5.5, 5.0, 5.0, 6.0, 3.0, 1.0, 4.0, 1.0, 5.0, 4.0, 8.0, 7.0, 8.0, 2.0, 5.0, 6.0, 6.0, 0.0, 5.0, 9.0, 6.0, 6.0, 4.0, 5.0, 7.0, 8.0, 6.0, 5.0, 8.0, 1.0, 8.0, 7.0, 8.0, 7.0, 7.0, 1.0, 7.5, 9.0, 2.0, 9.0, 8.0, 0.0, 6.0, 0.0, 9.0, 9.0, 8.0]",inv-sim
sea-seafood,sea,seafood,"[1.0, 7.0, 8.0, 7.0, 4.0, 8.0, 1.0, 3.0, 1.0, 6.0, 3.0, 2.0, 1.0, 6.0, 7.0, 9.0, 10.0, 1.0, 5.0, 9.0, 8.0, 5.0, 7.0, 9.0, 7.0, 7.0, 0.0, 9.0, 9.0, 4.0, 8.0, 10.0, 6.0, 10.0, 8.0, 9.0, 9.0, 5.0, 1.0, 10.0, 10.0, 2.0, 10.0, 10.0, 10.0, 7.0, 10.0, 8.0, 9.0, 6.0]",inv-sim
scientist-Mars,scientist,Mars,"[0.0, 2.0, 7.0, 4.0, 3.0, 4.0, 2.0, 1.0, 1.0, 3.0, 1.0, 1.0, 0.0, 5.0, 7.0, 3.0, 2.0, 0.0, 1.0, 10.0, 10.0, 1.0, 5.0, 8.0, 4.0, 3.0, 10.0, 8.0, 6.0, 0.0, 1.0, 7.0, 8.0, 7.0, 6.0, 7.0, 5.0, 5.0, 1.0, 4.0, 10.0, 0.0, 8.0, 9.0, 5.0, 7.0, 4.0, 4.0, 5.0, 6.0]",inv-sim
round-game,round,game,"[3.0, 5.0, 7.0, 2.0, 0.5, 4.0, 0.0, 2.0, 4.0, 4.0, 3.0, 4.0, 0.0, 3.0, 3.0, 0.0, 9.0, 4.0, 6.5, 6.0, 5.0, 3.0, 7.0, 4.0, 2.0, 6.0, 5.0, 5.0, 3.0, 7.0, 1.0, 7.0, 5.0, 1.0, 5.0, 8.0, 0.5, 4.0, 1.0, 7.5, 8.0, 5.0, 1.0, 7.0, 5.0, 8.0, 0.0, 7.0, 6.0, 2.0]",inv-sim
racism-delay,racism,delay,"[0.0, 1.0, 2.0, 0.0, 2.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.0, 1.0, 0.0, 0.0, 0.0, 5.0, 0.0, 0.0, 1.0, 3.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 7.0, 0.0, 2.0, 2.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 2.0, 1.0, 0.0, 0.0, 0.0, 1.0, 3.0, 1.0]",inv-sim
quarrel-lover,quarrel,lover,"[0.0, 3.0, 4.0, 2.5, 4.0, 3.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 2.0, 1.0, 4.0, 1.0, 2.0, 5.0, 5.0, 0.0, 0.0, 4.0, 3.0, 3.0, 0.0, 5.0, 3.0, 1.0, 1.0, 3.0, 0.0, 1.0, 5.0, 3.0, 6.0, 0.0, 5.0, 0.0, 2.5, 8.0, 0.0, 2.0, 0.0, 0.0, 3.0, 4.0, 5.0, 8.5, 5.0]",inv-sim
profit-dollar,profit,dollar,"[1.0, 5.0, 10.0, 5.0, 6.0, 6.0, 1.5, 4.0, 5.0, 5.0, 7.0, 9.0, 8.0, 7.0, 9.0, 6.0, 9.0, 1.0, 6.0, 9.0, 10.0, 7.0, 8.0, 6.0, 8.0, 7.0, 5.0, 6.0, 8.0, 6.0, 3.0, 6.0, 5.0, 9.0, 8.0, 8.0, 6.5, 9.0, 1.0, 9.0, 8.0, 2.0, 9.0, 8.0, 10.0, 9.0, 3.0, 8.0, 8.0, 8.0]",inv-sim
production-announcement,production,announcement,"[1.0, 1.0, 4.0, 1.0, 3.0, 3.0, 0.0, 0.0, 1.0, 2.0, 1.0, 3.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 2.0, 3.0, 5.0, 0.0, 2.0, 4.0, 1.0, 0.0, 0.0, 3.0, 4.0, 3.0, 1.0, 0.0, 8.0, 4.0, 4.0, 3.0, 2.0, 5.0, 1.0, 3.5, 3.0, 2.0, 5.0, 1.0, 2.0, 2.0, 2.0, 3.0, 4.5, 3.0]",inv-sim
preparation-food,preparation,food,"[0.0, 3.0, 4.0, 3.0, 4.0, 5.0, 4.0, 0.0, 1.0, 1.0, 6.0, 0.0, 0.0, 5.0, 5.0, 3.0, 7.0, 3.0, 6.5, 3.0, 5.0, 3.0, 7.0, 3.0, 6.0, 6.0, 7.5, 7.0, 7.0, 3.0, 4.0, 8.0, 4.0, 7.0, 7.0, 6.0, 5.5, 4.0, 1.0, 6.0, 10.0, 1.0, 6.0, 9.0, 2.0, 8.0, 5.0, 6.0, 6.0, 4.0]",inv-sim
popcorn-movie,popcorn,movie,"[0.0, 4.0, 8.0, 7.5, 3.0, 4.0, 0.0, 1.0, 1.0, 3.0, 2.0, 2.0, 0.0, 4.0, 8.0, 6.0, 7.0, 1.0, 6.0, 9.0, 10.0, 3.0, 6.0, 5.0, 4.0, 0.0, 7.0, 7.0, 6.0, 4.0, 4.0, 7.0, 4.0, 7.0, 7.0, 7.0, 7.0, 8.0, 1.0, 6.5, 9.5, 0.0, 9.0, 7.0, 10.0, 9.0, 6.0, 5.0, 7.0, 8.0]",inv-sim
planning-family,planning,family,"[0.0, 5.0, 4.0, 4.0, 5.0, 5.0, 4.5, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 5.0, 8.0, 8.0, 10.0, 1.0, 6.0, 4.0, 5.0, 1.0, 3.0, 5.0, 6.0, 4.0, 5.0, 6.0, 5.0, 4.0, 3.0, 8.0, 5.0, 7.0, 6.0, 2.0, 9.5, 4.0, 1.0, 8.0, 10.0, 1.0, 2.0, 10.0, 2.0, 4.0, 0.0, 4.0, 5.5, 5.0]",inv-sim
phone-stock,phone,stock,"[0.0, 2.0, 2.0, 0.0, 1.0, 2.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 0.0, 0.0, 0.0, 3.0, 5.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 3.0, 3.0, 2.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.0, 1.0, 4.0, 2.0]",inv-sim
people-planet,people,planet,"[0.0, 6.0, 5.0, 2.0, 3.0, 4.0, 0.0, 0.0, 1.0, 1.0, 3.0, 1.0, 0.0, 2.0, 0.0, 4.0, 0.0, 1.0, 1.0, 8.0, 0.0, 0.0, 2.0, 5.0, 1.0, 6.0, 5.0, 7.0, 3.0, 1.0, 2.0, 8.0, 4.0, 9.0, 4.0, 3.0, 7.5, 0.0, 1.0, 0.0, 10.0, 0.0, 8.0, 0.0, 5.0, 4.0, 0.0, 2.0, 5.0, 4.0]",inv-sim
oracle-monk,oracle,monk,"[4.0, 4.0, 5.0, 2.0, 6.0, 5.0, 0.0, 4.0, 1.0, 3.0, 5.0, 2.0, 0.0, 8.0, 1.0, 10.0, 4.0, 2.0, 3.0, 6.0, 10.0, 0.0, 6.0, 5.0, 3.0, 0.0, 5.0, 5.0, 2.0, 2.0, 1.0, 6.0, 7.0, 7.0, 3.0, 5.0, 7.0, 8.0, 1.0, 5.0, 1.0, 4.0, 5.0, 2.0, 2.0, 5.0, 7.0, 6.0, 8.0, 5.0]",inv-sim
object-cup,object,cup,"[1.0, 1.0, 7.0, 3.0, 2.0, 4.0, 3.0, 4.0, 1.0, 3.0, 3.0, 5.0, 6.0, 6.0, 1.0, 10.0, 9.0, 1.0, 3.0, 8.0, 5.0, 2.0, 5.0, 5.0, 6.0, 8.0, 5.0, 6.0, 8.0, 2.0, 1.0, 5.0, 6.0, 6.0, 7.0, 4.0, 9.5, 8.0, 1.0, 7.0, 1.0, 3.0, 1.0, 7.0, 5.0, 4.0, 5.0, 4.0, 4.0, 5.0]",inv-sim
nurse-doctor,nurse,doctor,"[8.0, 5.0, 10.0, 7.5, 7.5, 8.0, 1.8, 6.0, 6.0, 6.0, 7.0, 5.0, 2.0, 6.0, 8.0, 8.0, 9.0, 9.0, 6.0, 9.0, 8.0, 6.0, 7.0, 8.0, 8.0, 8.0, 10.0, 8.0, 8.0, 8.0, 7.0, 9.0, 10.0, 8.0, 9.0, 6.0, 8.0, 8.0, 1.0, 9.0, 10.0, 6.0, 10.0, 9.0, 8.0, 8.0, 0.0, 8.0, 7.0, 8.0]",inv-sim
number-record,number,record,"[1.0, 4.0, 7.0, 5.0, 2.0, 3.0, 4.0, 0.0, 2.0, 4.0, 2.0, 1.0, 0.0, 2.0, 1.0, 2.0, 5.0, 3.0, 3.0, 2.0, 0.0, 0.0, 5.0, 4.0, 6.0, 6.0, 7.0, 3.0, 6.0, 2.0, 5.0, 5.0, 6.0, 2.0, 6.0, 7.0, 3.0, 5.0, 1.0, 7.0, 6.0, 4.0, 3.0, 8.0, 2.0, 6.0, 8.0, 5.0, 4.0, 2.0]",inv-sim
news-delay,news,delay,"[0.0, 3.0, 2.0, 0.0, 2.0, 2.0, 2.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 0.0, 0.0, 1.0, 4.0, 1.0, 0.0, 7.5, 0.0, 6.0, 1.0, 1.0, 2.0, 1.0, 2.0, 5.0, 2.0, 1.0, 0.0, 1.0, 5.5, 7.0, 1.0, 2.0, 7.0, 0.0, 2.0, 0.0, 2.0, 4.0, 2.0]",inv-sim
news-announcement,news,announcement,"[7.0, 6.0, 8.0, 7.0, 8.0, 8.0, 7.5, 4.0, 5.0, 8.0, 7.0, 9.5, 7.0, 8.0, 8.0, 10.0, 10.0, 6.0, 9.5, 9.0, 10.0, 6.0, 8.0, 9.0, 8.0, 10.0, 10.0, 10.0, 10.0, 9.0, 7.0, 9.0, 8.0, 8.0, 6.0, 8.0, 8.5, 10.0, 1.0, 10.0, 6.0, 8.0, 8.0, 8.0, 10.0, 9.0, 3.0, 8.0, 8.0, 7.0]",inv-sim
nation-century,nation,century,"[0.0, 1.0, 1.0, 0.0, 2.0, 2.0, 0.0, 0.0, 1.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.0, 5.0, 0.0, 1.0, 3.0, 1.0, 0.0, 5.0, 4.0, 1.0, 0.0, 1.0, 1.0, 8.0, 0.0, 2.0, 4.0, 1.0, 7.0, 1.0, 5.0, 4.0, 0.0, 2.0, 3.0, 0.0, 9.0, 0.0, 1.0, 4.0, 2.0]",inv-sim
mother-baby,mother,baby,"[3.0, 6.0, 8.0, 7.0, 4.0, 7.0, 3.0, 2.0, 1.0, 3.0, 4.0, 1.0, 0.0, 2.0, 5.0, 9.0, 10.0, 3.0, 5.0, 6.0, 8.0, 6.0, 6.0, 7.0, 2.0, 0.0, 10.0, 8.0, 6.0, 8.0, 5.0, 10.0, 5.0, 9.0, 7.0, 9.0, 8.5, 10.0, 1.0, 10.0, 10.0, 1.0, 8.0, 10.0, 10.0, 5.0, 7.0, 6.0, 8.5, 8.0]",inv-sim
metal-aluminum,metal,aluminum,"[8.0, 5.0, 10.0, 7.0, 7.0, 10.0, 6.5, 7.0, 6.0, 9.0, 9.0, 5.0, 7.0, 10.0, 6.0, 10.0, 10.0, 9.0, 8.0, 9.0, 10.0, 9.0, 8.0, 8.0, 8.0, 7.0, 10.0, 9.0, 9.0, 10.0, 8.0, 9.0, 9.0, 10.0, 8.0, 9.0, 9.5, 10.0, 1.0, 9.5, 10.0, 5.0, 10.0, 10.0, 5.0, 9.0, 10.0, 8.0, 8.0, 6.0]",inv-sim
laundering-money,laundering,money,"[1.0, 2.0, 10.0, 2.0, 5.0, 4.0, 0.0, 2.0, 1.0, 2.0, 4.0, 0.0, 1.0, 8.0, 1.0, 4.0, 9.0, 4.0, 5.5, 4.0, 7.0, 3.0, 8.0, 3.0, 5.0, 7.0, 2.5, 8.0, 5.0, 3.0, 5.0, 9.0, 8.0, 7.0, 7.0, 7.0, 2.5, 6.0, 1.0, 6.0, 10.0, 0.0, 8.0, 5.0, 5.0, 6.0, 10.0, 8.0, 9.0, 5.0]",inv-sim
kilometer-territory,kilometer,territory,"[0.0, 2.0, 3.0, 0.0, 6.0, 5.0, 4.0, 0.0, 1.0, 2.0, 2.0, 3.0, 0.0, 2.0, 3.0, 2.0, 3.0, 3.0, 0.0, 0.0, 5.0, 5.0, 4.0, 4.0, 6.0, 2.0, 10.0, 0.0, 6.0, 2.0, 1.0, 4.0, 7.0, 2.0, 2.0, 6.0, 5.0, 0.0, 1.0, 2.5, 10.0, 0.0, 2.0, 9.0, 0.0, 6.0, 0.0, 3.0, 4.0, 5.0]",inv-sim
jewel-gem,jewel,gem,"[10.0, 7.0, 8.0, 9.0, 9.0, 10.0, 8.0, 8.0, 8.0, 9.0, 9.0, 9.5, 9.0, 9.0, 10.0, 10.0, 10.0, 10.0, 9.0, 9.0, 10.0, 9.0, 9.0, 9.0, 8.0, 10.0, 0.0, 10.0, 9.0, 10.0, 8.0, 8.0, 8.0, 10.0, 8.0, 8.0, 9.5, 10.0, 1.0, 10.0, 10.0, 6.0, 10.0, 10.0, 10.0, 9.0, 10.0, 9.0, 9.0, 8.0]",inv-sim
jaguar-tiger,jaguar,tiger,"[9.0, 7.0, 7.0, 6.0, 7.5, 9.0, 6.9, 8.0, 1.0, 9.0, 7.0, 5.0, 6.0, 9.0, 8.0, 10.0, 10.0, 8.0, 6.0, 6.0, 6.0, 8.0, 8.0, 8.0, 7.0, 8.0, 0.0, 7.0, 6.0, 8.0, 7.0, 9.0, 2.0, 8.0, 6.0, 7.0, 5.0, 10.0, 1.0, 7.0, 10.0, 4.0, 9.0, 10.0, 5.0, 8.0, 7.0, 8.0, 8.75, 7.0]",inv-sim
investigation-FBI,investigation,FBI,"[1.0, 8.0, 4.0, 9.0, 3.0, 7.0, 8.0, 1.0, 5.0, 8.0, 5.0, 2.0, 0.0, 9.0, 9.5, 8.0, 8.0, 8.0, 7.0, 9.0, 10.0, 6.0, 8.0, 7.0, 8.0, 5.0, 10.0, 9.0, 7.0, 5.0, 8.0, 8.0, 8.0, 9.0, 9.0, 9.0, 7.5, 8.0, 1.0, 9.5, 10.0, 2.0, 7.0, 10.0, 10.0, 10.0, 6.0, 8.0, 8.0, 9.0]",inv-sim
hotel-arrival,hotel,arrival,"[0.0, 4.0, 4.0, 2.0, 3.0, 5.0, 3.5, 0.0, 1.0, 1.0, 0.0, 1.5, 0.0, 5.0, 3.0, 2.0, 6.0, 2.0, 5.0, 3.0, 5.0, 0.0, 3.0, 2.0, 3.0, 0.0, 5.0, 4.0, 5.0, 1.0, 2.0, 5.0, 1.0, 5.0, 5.0, 7.0, 4.0, 4.0, 1.0, 6.5, 8.0, 0.0, 2.0, 7.0, 2.0, 3.0, 2.0, 4.0, 5.0, 6.0]",inv-sim
fruit-food,fruit,food,"[5.0, 8.0, 9.0, 5.0, 7.0, 10.0, 6.8, 6.0, 6.0, 8.0, 8.0, 5.0, 9.0, 10.0, 9.5, 10.0, 10.0, 10.0, 8.0, 8.0, 10.0, 9.0, 9.0, 9.0, 7.0, 10.0, 10.0, 10.0, 9.0, 10.0, 8.0, 10.0, 6.0, 10.0, 9.0, 9.0, 9.5, 10.0, 1.0, 10.0, 10.0, 4.0, 10.0, 9.0, 10.0, 9.0, 10.0, 8.0, 8.5, 7.0]",inv-sim
flood-shower,flood,shower,"[7.0, 3.0, 4.0, 2.0, 7.0, 7.0, 3.0, 2.0, 1.0, 6.0, 4.0, 4.0, 0.0, 2.0, 7.0, 6.0, 7.0, 2.0, 2.0, 1.0, 0.0, 3.0, 5.0, 3.0, 4.0, 6.0, 0.0, 3.0, 6.0, 4.0, 4.0, 0.0, 3.0, 5.0, 3.0, 2.0, 3.0, 7.0, 0.0, 2.5, 0.0, 0.0, 5.0, 0.0, 2.0, 3.0, 2.0, 7.0, 7.0, 4.0]",inv-sim
ear-drink,ear,drink,"[0.0, 1.0, 1.0, 0.0, 2.0, 9.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 1.0, 1.0, 0.0, 5.0, 0.0, 1.0, 0.0, 1.0, 2.0, 1.0, 3.0, 2.0, 1.0, 0.0, 0.0, 0.0, 0.0, 2.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 2.0, 3.0, 1.0]",inv-sim
drink-cup,drink,cup,"[1.0, 6.0, 8.0, 5.0, 3.0, 6.0, 4.2, 4.0, 1.0, 2.0, 6.0, 3.0, 0.0, 9.0, 3.0, 7.0, 10.0, 2.0, 6.5, 8.0, 7.0, 8.0, 8.0, 8.0, 7.0, 8.0, 10.0, 9.0, 8.0, 7.0, 7.0, 8.0, 5.0, 10.0, 8.0, 7.0, 4.0, 10.0, 1.0, 9.0, 10.0, 5.0, 7.0, 10.0, 10.0, 8.0, 4.0, 8.0, 7.0, 6.0]",inv-sim
departure-deployment,departure,deployment,"[7.0, 4.0, 9.0, 4.0, 9.0, 7.0, 2.0, 5.0, 5.0, 4.0, 9.0, 8.0, 3.0, 8.0, 9.0, 10.0, 9.0, 6.0, 9.0, 7.0, 10.0, 8.0, 7.0, 6.0, 6.0, 5.0, 7.5, 9.0, 7.0, 6.0, 6.0, 4.0, 1.0, 7.0, 5.0, 6.0, 8.0, 10.0, 1.0, 10.0, 3.0, 4.0, 3.0, 1.0, 5.0, 6.0, 9.0, 7.0, 6.0, 3.0]",inv-sim
defeat-game,defeat,game,"[0.0, 3.0, 5.0, 4.0, 4.0, 5.0, 5.1, 1.0, 1.0, 0.0, 4.0, 4.0, 0.0, 6.0, 6.0, 4.0, 7.0, 2.0, 7.0, 5.0, 5.0, 4.0, 6.0, 5.0, 4.0, 7.0, 8.0, 7.0, 8.0, 4.0, 6.0, 7.0, 6.0, 5.0, 7.0, 7.0, 8.0, 4.0, 1.0, 6.0, 4.5, 1.0, 8.0, 9.0, 3.0, 7.0, 8.0, 6.0, 2.0, 4.0]",inv-sim
critic-movie,critic,movie,"[0.0, 4.0, 5.0, 3.0, 5.0, 5.0, 2.0, 1.0, 1.0, 5.0, 5.0, 2.0, 0.0, 3.0, 7.0, 6.0, 4.0, 3.0, 5.0, 8.0, 10.0, 4.0, 4.0, 5.0, 4.0, 6.0, 7.5, 8.0, 8.0, 3.0, 2.0, 5.0, 9.0, 6.0, 5.0, 8.0, 6.5, 6.0, 0.0, 7.0, 3.0, 0.0, 9.0, 8.0, 5.0, 7.0, 2.0, 5.0, 8.0, 7.0]",inv-sim
closet-bed,closet,bed,"[0.0, 3.0, 4.0, 2.0, 5.0, 4.0, 4.0, 0.0, 1.0, 1.0, 6.0, 0.0, 0.0, 2.0, 0.0, 5.0, 9.0, 2.0, 1.0, 3.0, 5.0, 3.0, 5.0, 2.0, 2.0, 2.0, 0.0, 6.0, 5.0, 2.0, 1.0, 8.0, 9.0, 7.0, 3.0, 4.0, 2.0, 6.0, 1.0, 0.0, 3.0, 1.0, 6.0, 1.0, 0.0, 3.0, 0.0, 1.0, 7.0, 5.0]",inv-sim
center-school,center,school,"[2.0, 4.0, 2.0, 1.0, 6.0, 3.0, 2.0, 3.0, 1.0, 5.0, 1.0, 0.0, 2.0, 0.0, 5.0, 8.0, 0.0, 5.0, 0.0, 7.0, 0.0, 0.0, 1.0, 7.0, 3.0, 4.0, 0.0, 0.0, 1.0, 2.0, 1.0, 2.0, 6.0, 4.0, 3.0, 4.0, 0.0, 7.0, 1.0, 3.0, 9.0, 2.0, 3.0, 9.0, 0.0, 3.0, 3.0, 1.0, 4.0, 4.0]",inv-sim
cash-money,cash,money,"[8.0, 9.0, 10.0, 8.0, 9.0, 10.0, 7.5, 9.0, 9.0, 9.0, 9.0, 9.5, 10.0, 10.0, 10.0, 10.0, 10.0, 7.0, 9.5, 10.0, 10.0, 10.0, 9.0, 9.5, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 9.0, 10.0, 4.0, 9.0, 9.0, 9.0, 9.0, 10.0, 1.0, 10.0, 10.0, 9.0, 10.0, 10.0, 10.0, 10.0, 10.0, 9.0, 9.0, 10.0]",inv-sim
car-luxury,car,luxury,"[1.0, 4.0, 4.0, 3.0, 6.0, 4.0, 8.0, 1.0, 1.0, 2.0, 3.0, 2.0, 0.0, 4.0, 3.0, 7.0, 9.0, 1.0, 2.0, 9.0, 5.0, 3.0, 4.0, 4.0, 4.0, 6.0, 10.0, 5.0, 5.0, 2.0, 2.0, 9.0, 4.0, 6.0, 6.0, 4.0, 5.0, 4.0, 1.0, 7.0, 10.0, 1.0, 8.0, 10.0, 5.0, 7.0, 7.0, 5.0, 8.0, 5.0]",inv-sim
butter-bread,butter,bread,"[0.0, 6.0, 7.0, 7.0, 6.0, 5.0, 0.0, 4.0, 1.0, 1.0, 4.0, 2.0, 0.0, 3.0, 2.0, 4.0, 9.0, 2.0, 2.0, 9.0, 8.0, 5.0, 6.0, 4.0, 1.0, 2.0, 7.5, 8.0, 6.0, 5.0, 7.0, 9.0, 4.0, 10.0, 8.0, 7.0, 3.0, 5.0, 1.0, 5.5, 8.0, 1.0, 8.0, 7.0, 2.0, 7.0, 2.0, 6.0, 6.0, 7.0]",inv-sim
bank-money,bank,money,"[4.0, 8.0, 10.0, 7.0, 6.0, 7.0, 7.8, 5.0, 2.0, 3.0, 6.0, 3.0, 0.0, 7.0, 6.0, 9.0, 10.0, 2.0, 7.5, 8.0, 10.0, 6.0, 8.0, 6.0, 9.0, 8.0, 10.0, 10.0, 9.0, 6.0, 5.0, 10.0, 4.0, 10.0, 9.0, 8.0, 9.5, 10.0, 1.0, 9.5, 10.0, 4.0, 10.0, 10.0, 9.0, 6.0, 8.0, 8.0, 7.0, 7.0]",inv-sim
astronomer-planet,astronomer,planet,"[1.0, 8.0, 8.0, 7.0, 4.0, 6.0, 2.0, 4.0, 1.0, 4.0, 4.0, 1.0, 0.0, 9.0, 7.0, 10.0, 10.0, 1.0, 6.0, 9.0, 10.0, 7.0, 7.0, 9.0, 9.0, 6.0, 10.0, 10.0, 8.0, 8.0, 5.0, 9.0, 4.0, 9.0, 7.0, 9.0, 9.5, 10.0, 1.0, 8.5, 9.0, 1.0, 9.0, 10.0, 10.0, 7.0, 8.0, 7.0, 8.0, 8.0]",inv-sim
Jackson-Arafat,Jackson,Arafat,"[8.0, 2.0, 4.0, 6.5, 3.0, 6.0, 2.5, 2.0, 1.0, 2.0, 0.0, 1.0, 0.0, 0.0, 0.0, 9.0, 5.0, 2.0, 1.0, 2.0, 0.0, 0.0, 3.0, 5.0, 2.0, 0.0, 0.0, 0.0, 3.0, 1.0, 1.0, 0.0, 1.0, 7.0, 2.0, 2.0, 0.0, 4.0, 0.0, 0.0, 1.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.0, 4.0, 4.0, 3.0]",inv-sim
world-preservation,world,preservation,"[2.5, 0.0, 8.0, 4.0, 2.0, 8.0, 2.0, 6.5, 0.0, 2.0, 1.7, 4.0, 2.0, 1.0, 1.0, 7.0, 3.0, 2.0, 5.0, 2.0, 5.0, 5.0, 2.0, 6.0, 2.0, 5.0, 4.0, 2.0, 1.0, 3.0, 5.0, 5.0, 2.0, 0.0, 3.0, 4.0, 3.7, 1.0, 5.0, 5.0, 3.0, 0.0, 4.0, 1.0, 5.0, 5.0, 3.0, 6.0, 1.0, 4.0]",inv-sim
wizard-magician,wizard,magician,"[6.5, 10.0, 9.0, 9.0, 9.0, 6.0, 9.0, 10.0, 10.0, 9.0, 1.2, 5.0, 10.0, 10.0, 9.0, 6.0, 8.0, 10.0, 8.0, 7.0, 10.0, 10.0, 8.0, 10.0, 7.0, 9.0, 8.0, 8.0, 9.0, 6.0, 8.5, 9.0, 8.0, 8.0, 7.0, 10.0, 7.5, 5.0, 6.0, 8.0, 10.0, 6.0, 7.5, 9.0, 7.0, 9.0, 5.0, 9.0, 10.0, 10.0]",inv-sim
